Dataset Name,Algorithm Name,Cross Validation [1 - 10],Hyper-Parameters Values,Accuracy,TPR,FPR, Precision,AUC,PR-Curve,Training Time,Inference Time
disclosure_z, XGBoost, 3, n_trees: 20 | M: 10 | , 0.58, 0.68, 0.53, 0.57, 0.57, 0.56, 0.93, 0.00
disclosure_z, BROOF, 4, n_trees: 5 | M: 5 | , 0.55, 0.62, 0.53, 0.55, 0.54, 0.54, 6.31, 0.16
disclosure_z, XGBoost, 4, n_trees: 5 | M: 5 | , 0.62, 0.71, 0.47, 0.62, 0.62, 0.59, 0.91, 0.00
disclosure_z, BROOF, 5, n_trees: 15 | M: 10 | , 0.41, 0.40, 0.58, 0.44, 0.41, 0.49, 7.77, 0.19
disclosure_z, XGBoost, 5, n_trees: 15 | M: 10 | , 0.42, 0.46, 0.61, 0.46, 0.42, 0.50, 0.92, 0.03
disclosure_z, BROOF, 6, n_trees: 5 | M: 2 | , 0.48, 0.49, 0.52, 0.52, 0.48, 0.52, 6.72, 0.00
disclosure_z, XGBoost, 6, n_trees: 5 | M: 2 | , 0.56, 0.66, 0.55, 0.57, 0.55, 0.56, 0.91, 0.00
disclosure_z, BROOF, 7, n_trees: 5 | M: 2 | , 0.59, 0.60, 0.42, 0.62, 0.59, 0.58, 5.64, 0.00
disclosure_z, XGBoost, 7, n_trees: 5 | M: 2 | , 0.56, 0.54, 0.42, 0.59, 0.56, 0.56, 0.89, 0.00
disclosure_z, BROOF, 8, n_trees: 15 | M: 2 | , 0.53, 0.66, 0.61, 0.55, 0.52, 0.54, 7.65, 0.12
disclosure_z, XGBoost, 8, n_trees: 15 | M: 2 | , 0.62, 0.77, 0.55, 0.61, 0.61, 0.59, 0.90, 0.12
disclosure_z, BROOF, 9, n_trees: 15 | M: 15 | , 0.52, 0.71, 0.71, 0.53, 0.50, 0.53, 7.04, 0.31
disclosure_z, XGBoost, 9, n_trees: 15 | M: 15 | , 0.59, 0.71, 0.55, 0.60, 0.58, 0.58, 0.89, 0.00
disclosure_z, BROOF, 10, n_trees: 10 | M: 10 | , 0.56, 0.60, 0.48, 0.58, 0.56, 0.56, 5.66, 0.03
disclosure_z, XGBoost, 10, n_trees: 10 | M: 10 | , 0.59, 0.57, 0.39, 0.62, 0.59, 0.58, 0.91, 0.00
echocardiogram, BROOF, 1, n_trees: 5 | M: 5 | , 0.93, 0.80, 0.00, 1.00, 0.90, 0.87, 6.60, 0.00
echocardiogram, XGBoost, 1, n_trees: 5 | M: 5 | , 0.86, 0.80, 0.11, 0.80, 0.84, 0.71, 0.52, 0.00
echocardiogram, BROOF, 2, n_trees: 5 | M: 2 | , 0.92, 0.75, 0.00, 1.00, 0.88, 0.83, 5.12, 0.00
echocardiogram, XGBoost, 2, n_trees: 5 | M: 2 | , 0.92, 0.75, 0.00, 1.00, 0.88, 0.83, 0.53, 0.08
echocardiogram, BROOF, 3, n_trees: 5 | M: 15 | , 0.92, 0.75, 0.00, 1.00, 0.88, 0.83, 5.23, 0.16
echocardiogram, XGBoost, 3, n_trees: 5 | M: 15 | , 0.92, 0.75, 0.00, 1.00, 0.88, 0.83, 0.52, 0.00
echocardiogram, BROOF, 4, n_trees: 15 | M: 10 | , 0.77, 0.25, 0.00, 1.00, 0.62, 0.48, 4.51, 0.80
echocardiogram, XGBoost, 4, n_trees: 15 | M: 10 | , 0.69, 0.50, 0.22, 0.50, 0.64, 0.40, 0.50, 0.00
echocardiogram, BROOF, 5, n_trees: 5 | M: 2 | , 0.77, 0.75, 0.22, 0.60, 0.76, 0.53, 5.77, 0.00
echocardiogram, XGBoost, 5, n_trees: 5 | M: 2 | , 0.69, 0.50, 0.22, 0.50, 0.64, 0.40, 0.50, 0.00
echocardiogram, BROOF, 6, n_trees: 20 | M: 15 | , 0.77, 0.50, 0.11, 0.67, 0.69, 0.49, 6.59, 1.58
echocardiogram, XGBoost, 6, n_trees: 20 | M: 15 | , 0.62, 0.75, 0.44, 0.43, 0.65, 0.40, 0.52, 0.00
echocardiogram, BROOF, 7, n_trees: 10 | M: 2 | , 0.92, 0.75, 0.00, 1.00, 0.88, 0.83, 5.78, 0.00
echocardiogram, XGBoost, 7, n_trees: 10 | M: 2 | , 0.92, 1.00, 0.11, 0.80, 0.94, 0.80, 0.52, 0.00
echocardiogram, BROOF, 8, n_trees: 5 | M: 5 | , 0.77, 0.25, 0.00, 1.00, 0.62, 0.48, 5.57, 0.78
echocardiogram, XGBoost, 8, n_trees: 5 | M: 5 | , 0.85, 0.50, 0.00, 1.00, 0.75, 0.65, 0.51, 0.00
echocardiogram, BROOF, 9, n_trees: 10 | M: 2 | , 0.85, 0.60, 0.00, 1.00, 0.80, 0.75, 5.93, 0.00
echocardiogram, XGBoost, 9, n_trees: 10 | M: 2 | , 0.85, 0.80, 0.12, 0.80, 0.84, 0.72, 0.50, 0.00
echocardiogram, BROOF, 10, n_trees: 5 | M: 5 | , 0.77, 0.40, 0.00, 1.00, 0.70, 0.63, 4.96, 0.00
echocardiogram, XGBoost, 10, n_trees: 5 | M: 5 | , 0.69, 0.40, 0.12, 0.67, 0.64, 0.50, 0.50, 0.00
ecoli, BROOF, 1, n_trees: 20 | M: 5 | , 0.88, 0.57, 0.02, 0.81, Nan, 1.00, 7.18, 0.24
ecoli, XGBoost, 1, n_trees: 20 | M: 5 | , 0.76, 0.45, 0.04, 0.68, Nan, 1.00, 2.08, 0.00
ecoli, BROOF, 2, n_trees: 20 | M: 2 | , 0.94, 0.69, 0.01, 0.84, Nan, 1.00, 4.57, 0.00
ecoli, XGBoost, 2, n_trees: 20 | M: 2 | , 0.91, 0.67, 0.01, 0.77, Nan, 1.00, 2.13, 0.06
ecoli, BROOF, 3, n_trees: 5 | M: 10 | , 0.79, 0.53, 0.03, 0.67, Nan, 1.00, 6.72, 0.30
ecoli, XGBoost, 3, n_trees: 5 | M: 10 | , 0.76, 0.40, 0.03, 0.66, Nan, 1.00, 2.08, 0.00
ecoli, BROOF, 4, n_trees: 5 | M: 15 | , 0.88, 0.64, 0.02, 0.83, Nan, 1.00, 7.29, 0.30
ecoli, XGBoost, 4, n_trees: 5 | M: 15 | , 0.76, 0.48, 0.04, 0.68, Nan, 1.00, 2.09, 0.00
ecoli, BROOF, 5, n_trees: 20 | M: 2 | , 0.88, 0.55, 0.02, 0.54, Nan, 1.00, 5.80, 0.24
ecoli, XGBoost, 5, n_trees: 20 | M: 2 | , 0.85, 0.53, 0.02, 0.49, Nan, 1.00, 2.19, 0.24
ecoli, BROOF, 6, n_trees: 5 | M: 5 | , 0.79, 0.46, 0.03, 0.48, Nan, 1.00, 6.07, 0.00
ecoli, XGBoost, 6, n_trees: 5 | M: 5 | , 0.82, 0.49, 0.03, 0.51, Nan, 1.00, 2.19, 0.00
ecoli, BROOF, 7, n_trees: 15 | M: 10 | , 0.88, 0.54, 0.02, 0.56, Nan, 1.00, 6.15, 0.56
ecoli, XGBoost, 7, n_trees: 15 | M: 10 | , 0.88, 0.54, 0.02, 0.56, Nan, 1.00, 2.19, 0.00
ecoli, BROOF, 8, n_trees: 20 | M: 2 | , 0.85, 0.57, 0.03, 0.58, Nan, 1.00, 6.95, 0.00
ecoli, XGBoost, 8, n_trees: 20 | M: 2 | , 0.88, 0.51, 0.02, 0.58, Nan, 1.00, 2.22, 0.00
ecoli, BROOF, 9, n_trees: 5 | M: 2 | , 0.79, 0.46, 0.03, 0.48, Nan, 1.00, 5.93, 0.00
ecoli, XGBoost, 9, n_trees: 5 | M: 2 | , 0.85, 0.51, 0.03, 0.54, Nan, 1.00, 2.22, 0.00
ecoli, BROOF, 10, n_trees: 5 | M: 2 | , 0.82, 0.62, 0.04, 0.71, Nan, 1.00, 6.61, 0.00
ecoli, XGBoost, 10, n_trees: 5 | M: 2 | , 0.85, 0.61, 0.02, 0.62, Nan, 1.00, 2.21, 0.06
elusage, BROOF, 1, n_trees: 15 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.36, 3.06
elusage, XGBoost, 1, n_trees: 15 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.37, 0.00
elusage, BROOF, 2, n_trees: 20 | M: 15 | , 0.83, 1.00, 0.33, 0.75, 0.83, 0.75, 5.94, 3.42
elusage, XGBoost, 2, n_trees: 20 | M: 15 | , 0.83, 1.00, 0.33, 0.75, 0.83, 0.75, 0.36, 0.00
elusage, BROOF, 3, n_trees: 15 | M: 2 | , 0.50, 0.67, 0.67, 0.50, 0.50, 0.50, 5.43, 0.00
elusage, XGBoost, 3, n_trees: 15 | M: 2 | , 0.50, 0.67, 0.67, 0.50, 0.50, 0.50, 0.36, 2.60
elusage, BROOF, 4, n_trees: 5 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.40, 1.70
elusage, XGBoost, 4, n_trees: 5 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.37, 0.00
elusage, BROOF, 5, n_trees: 5 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.91, 0.35
elusage, XGBoost, 5, n_trees: 5 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.39, 0.00
elusage, BROOF, 6, n_trees: 20 | M: 15 | , 0.60, 0.67, 0.50, 0.67, 0.58, 0.64, 5.96, 4.06
elusage, XGBoost, 6, n_trees: 20 | M: 15 | , 0.80, 1.00, 0.50, 0.75, 0.75, 0.75, 0.37, 0.00
elusage, BROOF, 7, n_trees: 5 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 4.75, 0.00
elusage, XGBoost, 7, n_trees: 5 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.37, 0.00
elusage, BROOF, 8, n_trees: 15 | M: 2 | , 0.80, 0.67, 0.00, 1.00, 0.83, 0.87, 5.96, 0.00
elusage, XGBoost, 8, n_trees: 15 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.37, 0.00
elusage, BROOF, 9, n_trees: 10 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.94, 0.00
elusage, XGBoost, 9, n_trees: 10 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.38, 0.00
elusage, BROOF, 10, n_trees: 20 | M: 2 | , 0.80, 0.67, 0.00, 1.00, 0.83, 0.87, 4.51, 0.00
elusage, XGBoost, 10, n_trees: 20 | M: 2 | , 0.60, 0.33, 0.00, 1.00, 0.67, 0.73, 0.37, 0.00
energy-y1, BROOF, 1, n_trees: 20 | M: 5 | , 0.77, 0.75, 0.10, 0.75, 0.91, 1.00, 6.49, 0.13
energy-y1, XGBoost, 1, n_trees: 20 | M: 5 | , 0.78, 0.77, 0.10, 0.76, 0.84, 1.00, 1.51, 0.00
energy-y1, BROOF, 2, n_trees: 10 | M: 10 | , 0.90, 0.89, 0.04, 0.87, 0.97, 1.00, 6.06, 0.13
energy-y1, XGBoost, 2, n_trees: 10 | M: 10 | , 0.88, 0.88, 0.05, 0.86, 0.96, 1.00, 1.59, 0.10
energy-y1, BROOF, 3, n_trees: 5 | M: 10 | , 0.95, 0.94, 0.02, 0.92, 1.00, 1.00, 6.42, 0.03
energy-y1, XGBoost, 3, n_trees: 5 | M: 10 | , 0.95, 0.94, 0.02, 0.92, 1.00, 1.00, 1.61, 0.00
energy-y1, BROOF, 4, n_trees: 10 | M: 2 | , 0.99, 0.98, 0.01, 0.99, 0.98, 1.00, 6.10, 0.11
energy-y1, XGBoost, 4, n_trees: 10 | M: 2 | , 0.99, 0.98, 0.01, 0.99, 1.00, 1.00, 1.64, 0.00
energy-y1, BROOF, 5, n_trees: 5 | M: 15 | , 0.97, 0.95, 0.01, 0.98, 0.96, 1.00, 6.39, 0.16
energy-y1, XGBoost, 5, n_trees: 5 | M: 15 | , 0.97, 0.95, 0.01, 0.98, 0.99, 1.00, 1.64, 0.00
energy-y1, BROOF, 6, n_trees: 10 | M: 2 | , 0.92, 0.92, 0.03, 0.89, 0.99, 1.00, 7.09, 0.00
energy-y1, XGBoost, 6, n_trees: 10 | M: 2 | , 0.94, 0.92, 0.03, 0.91, 0.99, 1.00, 1.60, 0.00
energy-y1, BROOF, 7, n_trees: 20 | M: 10 | , 0.90, 0.82, 0.06, 0.89, 0.98, 1.00, 7.05, 0.16
energy-y1, XGBoost, 7, n_trees: 20 | M: 10 | , 0.90, 0.82, 0.06, 0.89, 0.98, 1.00, 1.60, 0.00
energy-y1, BROOF, 8, n_trees: 15 | M: 10 | , 0.95, 0.92, 0.02, 0.92, 0.98, 1.00, 7.67, 0.13
energy-y1, XGBoost, 8, n_trees: 15 | M: 10 | , 0.96, 0.94, 0.02, 0.95, 0.99, 1.00, 1.58, 0.00
energy-y1, BROOF, 9, n_trees: 20 | M: 10 | , 0.91, 0.82, 0.06, 0.94, 0.96, 1.00, 6.01, 0.13
energy-y1, XGBoost, 9, n_trees: 20 | M: 10 | , 0.91, 0.82, 0.06, 0.94, 0.99, 1.00, 1.60, 0.00
energy-y1, BROOF, 10, n_trees: 10 | M: 2 | , 0.83, 0.67, 0.11, 0.90, 0.98, 1.00, 6.24, 0.00
energy-y1, XGBoost, 10, n_trees: 10 | M: 2 | , 0.83, 0.67, 0.11, 0.90, 1.00, 1.00, 1.58, 0.00
energy-y2, BROOF, 1, n_trees: 15 | M: 5 | , 0.81, 0.80, 0.09, 0.78, 0.87, 1.00, 6.54, 0.13
energy-y2, XGBoost, 1, n_trees: 15 | M: 5 | , 0.81, 0.80, 0.09, 0.78, 0.86, 1.00, 1.66, 0.00
energy-y2, BROOF, 2, n_trees: 15 | M: 2 | , 0.97, 0.96, 0.01, 0.97, 0.99, 1.00, 7.02, 0.00
energy-y2, XGBoost, 2, n_trees: 15 | M: 2 | , 0.97, 0.96, 0.01, 0.97, 1.00, 1.00, 1.75, 0.00
energy-y2, BROOF, 3, n_trees: 5 | M: 15 | , 0.94, 0.91, 0.03, 0.92, 0.99, 1.00, 7.74, 0.13
energy-y2, XGBoost, 3, n_trees: 5 | M: 15 | , 0.96, 0.95, 0.02, 0.95, 1.00, 1.00, 1.77, 0.00
energy-y2, BROOF, 4, n_trees: 5 | M: 15 | , 0.92, 0.90, 0.03, 0.90, 0.99, 1.00, 7.49, 0.13
energy-y2, XGBoost, 4, n_trees: 5 | M: 15 | , 0.91, 0.88, 0.04, 0.90, 0.99, 1.00, 1.74, 0.00
energy-y2, BROOF, 5, n_trees: 20 | M: 15 | , 0.90, 0.86, 0.05, 0.87, 0.97, 1.00, 7.56, 0.37
energy-y2, XGBoost, 5, n_trees: 20 | M: 15 | , 0.94, 0.91, 0.03, 0.92, 0.99, 1.00, 1.71, 0.00
energy-y2, BROOF, 6, n_trees: 5 | M: 2 | , 0.87, 0.83, 0.06, 0.85, 0.97, 1.00, 7.08, 0.00
energy-y2, XGBoost, 6, n_trees: 5 | M: 2 | , 0.94, 0.91, 0.03, 0.92, 0.97, 1.00, 1.76, 0.00
energy-y2, BROOF, 7, n_trees: 20 | M: 2 | , 0.86, 0.81, 0.06, 0.82, 0.96, 1.00, 6.30, 0.00
energy-y2, XGBoost, 7, n_trees: 20 | M: 2 | , 0.86, 0.81, 0.06, 0.83, 0.97, 1.00, 1.72, 0.03
energy-y2, BROOF, 8, n_trees: 20 | M: 5 | , 0.91, 0.88, 0.04, 0.89, 0.96, 1.00, 7.16, 0.13
energy-y2, XGBoost, 8, n_trees: 20 | M: 5 | , 0.86, 0.82, 0.06, 0.82, 0.95, 1.00, 1.71, 0.03
energy-y2, BROOF, 9, n_trees: 15 | M: 2 | , 0.86, 0.82, 0.08, 0.88, 0.95, 1.00, 6.27, 0.03
energy-y2, XGBoost, 9, n_trees: 15 | M: 2 | , 0.78, 0.71, 0.12, 0.72, 0.91, 1.00, 1.65, 0.00
energy-y2, BROOF, 10, n_trees: 20 | M: 2 | , 0.89, 0.86, 0.05, 0.89, 0.97, 1.00, 6.00, 0.00
energy-y2, XGBoost, 10, n_trees: 20 | M: 2 | , 0.88, 0.84, 0.06, 0.87, 0.97, 1.00, 1.69, 0.03
fertility, BROOF, 1, n_trees: 15 | M: 5 | , 0.70, 0.00, 0.22, 0.00, 0.39, 0.10, 5.84, 1.05
fertility, XGBoost, 1, n_trees: 15 | M: 5 | , 0.60, 0.00, 0.33, 0.00, 0.33, 0.10, 0.44, 0.00
fertility, BROOF, 2, n_trees: 15 | M: 10 | , 0.40, 0.00, 0.56, 0.00, 0.22, 0.10, 5.63, 1.25
fertility, XGBoost, 2, n_trees: 15 | M: 10 | , 0.40, 0.00, 0.56, 0.00, 0.22, 0.10, 0.43, 0.00
fertility, BROOF, 3, n_trees: 5 | M: 15 | , 0.90, 0.00, 0.00, 1.00, 0.50, 0.10, 5.65, 0.22
fertility, XGBoost, 3, n_trees: 5 | M: 15 | , 0.90, 0.00, 0.00, 1.00, 0.50, 0.10, 0.45, 0.00
fertility, BROOF, 4, n_trees: 10 | M: 2 | , 0.90, 0.00, 0.00, 1.00, 0.50, 0.10, 4.77, 0.00
fertility, XGBoost, 4, n_trees: 10 | M: 2 | , 0.90, 0.00, 0.00, 1.00, 0.50, 0.10, 0.45, 0.00
fertility, BROOF, 5, n_trees: 20 | M: 5 | , 0.90, 0.00, 0.00, 1.00, 0.50, 0.10, 5.67, 0.23
fertility, XGBoost, 5, n_trees: 20 | M: 5 | , 0.90, 0.00, 0.00, 1.00, 0.50, 0.10, 0.45, 0.00
fertility, BROOF, 6, n_trees: 10 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.43, 0.00
fertility, XGBoost, 6, n_trees: 10 | M: 2 | , 0.90, 0.00, 0.00, 1.00, 0.50, 0.10, 0.44, 0.00
fertility, BROOF, 7, n_trees: 10 | M: 10 | , 0.80, 0.00, 0.11, 0.00, 0.44, 0.10, 4.35, 1.02
fertility, XGBoost, 7, n_trees: 10 | M: 10 | , 0.90, 0.00, 0.00, 1.00, 0.50, 0.10, 0.42, 1.56
fertility, BROOF, 8, n_trees: 20 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.08, 0.21
fertility, XGBoost, 8, n_trees: 20 | M: 2 | , 0.90, 1.00, 0.11, 0.50, 0.94, 0.50, 0.44, 0.00
fertility, BROOF, 9, n_trees: 5 | M: 5 | , 0.80, 0.00, 0.00, 1.00, 0.50, 0.20, 6.45, 0.21
fertility, XGBoost, 9, n_trees: 5 | M: 5 | , 0.80, 0.00, 0.00, 1.00, 0.50, 0.20, 0.44, 0.00
fertility, BROOF, 10, n_trees: 5 | M: 2 | , 0.70, 0.00, 0.12, 0.00, 0.44, 0.20, 5.16, 0.00
fertility, XGBoost, 10, n_trees: 5 | M: 2 | , 0.80, 0.00, 0.00, 1.00, 0.50, 0.20, 0.43, 0.00
flags, BROOF, 1, n_trees: 15 | M: 10 | , 0.65, 0.41, 0.06, 0.70, Nan, 1.00, 6.40, 0.51
flags, XGBoost, 1, n_trees: 15 | M: 10 | , 0.70, 0.53, 0.04, 0.61, Nan, 1.00, 2.71, 0.00
flags, BROOF, 2, n_trees: 20 | M: 10 | , 0.65, 0.67, 0.06, 0.70, Nan, 1.00, 5.49, 0.51
flags, XGBoost, 2, n_trees: 20 | M: 10 | , 0.50, 0.39, 0.08, 0.55, Nan, 1.00, 2.63, 0.40
flags, BROOF, 3, n_trees: 20 | M: 5 | , 0.55, 0.31, 0.07, 0.53, Nan, 1.00, 6.82, 0.51
flags, XGBoost, 3, n_trees: 20 | M: 5 | , 0.60, 0.33, 0.06, 0.56, Nan, 1.00, 2.63, 0.00
flags, BROOF, 4, n_trees: 15 | M: 2 | , 0.75, 0.65, 0.03, 0.70, Nan, 1.00, 6.08, 0.41
flags, XGBoost, 4, n_trees: 15 | M: 2 | , 0.70, 0.64, 0.04, 0.61, Nan, 1.00, 2.65, 0.40
flags, BROOF, 5, n_trees: 20 | M: 15 | , 0.68, 0.35, 0.05, 0.51, Nan, 1.00, 5.72, 1.10
flags, XGBoost, 5, n_trees: 20 | M: 15 | , 0.63, 0.42, 0.06, 0.37, Nan, 1.00, 2.65, 0.00
flags, BROOF, 6, n_trees: 20 | M: 10 | , 0.63, 0.39, 0.06, 0.57, Nan, 1.00, 5.78, 1.07
flags, XGBoost, 6, n_trees: 20 | M: 10 | , 0.58, 0.57, 0.07, 0.55, Nan, 1.00, 2.70, 0.00
flags, BROOF, 7, n_trees: 10 | M: 10 | , 0.79, 0.59, 0.03, 0.69, Nan, 1.00, 6.70, 0.55
flags, XGBoost, 7, n_trees: 10 | M: 10 | , 0.74, 0.43, 0.04, 0.64, Nan, 1.00, 2.91, 0.11
flags, BROOF, 8, n_trees: 10 | M: 10 | , 0.74, 0.57, 0.04, 0.54, Nan, 1.00, 7.11, 0.34
flags, XGBoost, 8, n_trees: 10 | M: 10 | , 0.74, 0.59, 0.04, 0.62, Nan, 1.00, 2.92, 0.11
flags, BROOF, 9, n_trees: 10 | M: 10 | , 0.68, 0.48, 0.05, 0.67, Nan, 1.00, 5.63, 0.54
flags, XGBoost, 9, n_trees: 10 | M: 10 | , 0.63, 0.46, 0.06, 0.64, Nan, 1.00, 2.68, 0.00
flags, BROOF, 10, n_trees: 15 | M: 5 | , 0.79, 0.54, 0.03, 0.63, Nan, 1.00, 5.81, 0.55
flags, XGBoost, 10, n_trees: 15 | M: 5 | , 0.89, 0.75, 0.01, 0.83, Nan, 1.00, 2.74, 0.00
fri_c0_250_5, BROOF, 1, n_trees: 15 | M: 10 | , 0.88, 1.00, 0.25, 0.81, 0.88, 0.81, 7.55, 0.51
fri_c0_250_5, XGBoost, 1, n_trees: 15 | M: 10 | , 0.92, 1.00, 0.17, 0.87, 0.92, 0.87, 0.56, 0.00
fri_c0_250_5, BROOF, 2, n_trees: 5 | M: 10 | , 0.84, 0.85, 0.17, 0.85, 0.84, 0.80, 4.87, 0.32
fri_c0_250_5, XGBoost, 2, n_trees: 5 | M: 10 | , 0.88, 1.00, 0.25, 0.81, 0.88, 0.81, 0.56, 0.00
fri_c0_250_5, BROOF, 3, n_trees: 5 | M: 5 | , 0.88, 0.85, 0.08, 0.92, 0.88, 0.86, 7.20, 0.00
fri_c0_250_5, XGBoost, 3, n_trees: 5 | M: 5 | , 0.80, 0.77, 0.17, 0.83, 0.80, 0.76, 0.57, 0.00
fri_c0_250_5, BROOF, 4, n_trees: 5 | M: 15 | , 0.84, 0.92, 0.25, 0.80, 0.84, 0.78, 6.06, 0.41
fri_c0_250_5, XGBoost, 4, n_trees: 5 | M: 15 | , 0.88, 1.00, 0.25, 0.81, 0.88, 0.81, 0.57, 0.00
fri_c0_250_5, BROOF, 5, n_trees: 10 | M: 15 | , 0.88, 0.85, 0.08, 0.92, 0.88, 0.86, 6.31, 0.42
fri_c0_250_5, XGBoost, 5, n_trees: 10 | M: 15 | , 0.88, 0.85, 0.08, 0.92, 0.88, 0.86, 0.57, 0.00
fri_c0_250_5, BROOF, 6, n_trees: 5 | M: 15 | , 0.88, 0.83, 0.08, 0.91, 0.88, 0.84, 4.37, 0.42
fri_c0_250_5, XGBoost, 6, n_trees: 5 | M: 15 | , 0.88, 0.83, 0.08, 0.91, 0.88, 0.84, 0.57, 0.00
fri_c0_250_5, BROOF, 7, n_trees: 5 | M: 5 | , 0.64, 0.50, 0.23, 0.67, 0.63, 0.57, 6.71, 0.00
fri_c0_250_5, XGBoost, 7, n_trees: 5 | M: 5 | , 0.64, 0.42, 0.15, 0.71, 0.63, 0.58, 0.57, 0.00
fri_c0_250_5, BROOF, 8, n_trees: 10 | M: 10 | , 0.84, 0.67, 0.00, 1.00, 0.83, 0.83, 6.87, 0.09
fri_c0_250_5, XGBoost, 8, n_trees: 10 | M: 10 | , 0.88, 0.75, 0.00, 1.00, 0.88, 0.87, 0.56, 0.00
fri_c0_250_5, BROOF, 9, n_trees: 10 | M: 2 | , 0.88, 0.92, 0.15, 0.85, 0.88, 0.82, 5.47, 0.00
fri_c0_250_5, XGBoost, 9, n_trees: 10 | M: 2 | , 0.96, 1.00, 0.08, 0.92, 0.96, 0.92, 0.57, 0.00
fri_c0_250_5, BROOF, 10, n_trees: 10 | M: 5 | , 0.88, 0.92, 0.15, 0.85, 0.88, 0.82, 5.84, 0.00
fri_c0_250_5, XGBoost, 10, n_trees: 10 | M: 5 | , 0.80, 0.83, 0.23, 0.77, 0.80, 0.72, 0.55, 0.00
glass, BROOF, 1, n_trees: 20 | M: 10 | , 0.68, 0.57, 0.08, 0.81, 0.93, 1.00, 6.15, 0.95
glass, XGBoost, 1, n_trees: 20 | M: 10 | , 0.68, 0.54, 0.08, 0.73, 0.89, 1.00, 1.72, 0.00
glass, BROOF, 2, n_trees: 20 | M: 5 | , 0.68, 0.57, 0.08, 0.82, 0.93, 1.00, 7.08, 0.10
glass, XGBoost, 2, n_trees: 20 | M: 5 | , 0.73, 0.77, 0.06, 0.80, 0.95, 1.00, 1.71, 0.00
glass, BROOF, 3, n_trees: 10 | M: 5 | , 0.77, 0.76, 0.06, 0.90, 0.96, 1.00, 5.70, 0.37
glass, XGBoost, 3, n_trees: 10 | M: 5 | , 0.64, 0.70, 0.09, 0.70, 0.91, 1.00, 1.75, 0.00
glass, BROOF, 4, n_trees: 5 | M: 15 | , 0.68, 0.71, 0.08, 0.92, 0.97, 1.00, 5.41, 0.47
glass, XGBoost, 4, n_trees: 5 | M: 15 | , 0.59, 0.66, 0.09, 0.68, 0.94, 1.00, 1.75, 0.00
glass, BROOF, 5, n_trees: 15 | M: 15 | , 0.67, 0.85, 0.07, 0.73, 0.95, 1.00, 6.54, 0.61
glass, XGBoost, 5, n_trees: 15 | M: 15 | , 0.67, 0.71, 0.07, 0.73, 0.98, 1.00, 1.79, 0.00
glass, BROOF, 6, n_trees: 5 | M: 10 | , 0.86, 0.59, 0.03, 0.63, Nan, 1.00, 5.35, 0.39
glass, XGBoost, 6, n_trees: 5 | M: 10 | , 0.86, 0.59, 0.03, 0.59, Nan, 1.00, 1.78, 0.00
glass, BROOF, 7, n_trees: 10 | M: 2 | , 0.90, 0.89, 0.02, 0.96, 0.96, 1.00, 6.70, 0.00
glass, XGBoost, 7, n_trees: 10 | M: 2 | , 0.86, 0.87, 0.04, 0.93, 0.94, 1.00, 1.76, 0.10
glass, BROOF, 8, n_trees: 10 | M: 2 | , 0.48, 0.54, 0.12, 0.62, 0.79, 1.00, 6.13, 0.00
glass, XGBoost, 8, n_trees: 10 | M: 2 | , 0.33, 0.40, 0.14, 0.43, 0.85, 1.00, 1.73, 0.38
glass, BROOF, 9, n_trees: 10 | M: 15 | , 0.81, 0.56, 0.05, 0.92, 0.97, 1.00, 7.09, 0.49
glass, XGBoost, 9, n_trees: 10 | M: 15 | , 0.71, 0.60, 0.07, 0.73, 0.94, 1.00, 1.74, 0.00
glass, BROOF, 10, n_trees: 10 | M: 2 | , 0.67, 0.57, 0.08, 0.86, 0.92, 1.00, 6.02, 0.00
glass, XGBoost, 10, n_trees: 10 | M: 2 | , 0.71, 0.60, 0.07, 0.88, 0.89, 1.00, 1.73, 0.00
haberman-survival, BROOF, 1, n_trees: 15 | M: 15 | , 0.74, 0.00, 0.00, 1.00, 0.50, 0.26, 7.95, 0.40
haberman-survival, XGBoost, 1, n_trees: 15 | M: 15 | , 0.74, 0.00, 0.00, 1.00, 0.50, 0.26, 0.65, 0.00
haberman-survival, BROOF, 2, n_trees: 20 | M: 10 | , 0.61, 0.00, 0.17, 0.00, 0.41, 0.26, 6.37, 0.66
haberman-survival, XGBoost, 2, n_trees: 20 | M: 10 | , 0.68, 0.00, 0.09, 0.00, 0.46, 0.26, 0.65, 0.00
